id,invt_amt,x_1,x_2,x_3,x_4,x_5,x_6,x_7,w_1,w_2,w_3,w_4,w_5,w_6,w_7
1430,300,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:PXI,NYSEARCA:XLB,,,,0.313688646,0.06509093,0.598750782,0.022469642,,,
1431,3150,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:EVX,NYSEARCA:IGM,,,0.421119926,0.150982798,0.24113037,0.031218526,0.155548379,,
1432,1810,NYSEARCA:IEO,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:PXI,,,,0.068281303,0.361433152,0.038353072,0.531932473,,,
1433,1840,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:IGM,,,,,0.562924857,0.201251865,0.235823278,,,,
1434,100,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:IYM,,,,0.085953035,0.244976995,0.340753191,0.328316779,,,
1435,1410,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:IYM,,,,0.353495085,0.216826066,0.065589213,0.364089635,,,
1436,1140,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:ITA,NYSEARCA:IHF,,,0.50338585,0.170708319,0.035330839,0.279318757,0.011256234,,
1437,4740,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:EWC,NYSEARCA:PYZ,,,0.3915969,0.04781987,0.212445163,0.310274024,0.037864043,,
1438,2930,NYSEARCA:IEZ,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:EVX,NYSEARCA:IGM,,,0.577796751,0.104244097,0.045964857,0.081958578,0.190035718,,
1439,120,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:ITA,,,,0.504026193,0.163662662,0.036007496,0.296303649,,,
1440,510,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:PXI,NYSEARCA:XLB,,,,0.14965191,0.413032156,0.387938748,0.049377187,,,
1441,1040,NYSEARCA:PXE,NYSEARCA:XLE,NYSEARCA:XME,NYSEARCA:EVX,NYSEARCA:IGM,,,0.786686198,0.002180105,0.101204216,0.041371877,0.068557604,,
1442,890,NYSEARCA:RYE,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:IGV,,,,0.615329939,0.201933798,0.051016409,0.131719853,,,
1443,590,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:IHF,,,,,0.441664625,0.398440376,0.159894999,,,,
1444,3380,NYSEARCA:IEO,NYSEARCA:RYE,NYSEARCA:ITA,NYSEARCA:IHF,,,,0.396741382,0.329604672,0.223059959,0.050593988,,,
1445,1610,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:ITA,NYSEARCA:XME,,,,0.430273867,0.249502371,0.302861601,0.017362161,,,
1446,300,NYSEARCA:IEO,NYSEARCA:RYE,NYSEARCA:PYZ,,,,,0.291305002,0.402601244,0.306093755,,,,
1447,1900,NYSEARCA:IEZ,NYSEARCA:XLE,NYSEARCA:VAW,,,,,0.507976853,0.048646138,0.443377009,,,,
1448,1180,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:PPA,,,,,0.48133184,0.28379172,0.23487644,,,,
1449,1150,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:IHI,NYSEARCA:XME,,,,0.519840049,0.226881289,0.213050623,0.040228039,,,
1450,1110,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:IGV,,,,0.406655172,0.23923313,0.200066372,0.154045325,,,
1451,1270,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:EWC,NYSEARCA:IGM,,,0.402624085,0.138452524,0.187596782,0.205635622,0.065690988,,
1452,2700,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:VAW,NYSEARCA:PYZ,,,,0.196816311,0.474754566,0.170503897,0.157925227,,,
1453,360,NYSEARCA:XOP,NYSEARCA:PXI,NYSEARCA:IYM,NYSEARCA:IGV,,,,0.694924124,0.05632251,0.197625645,0.051127721,,,
1454,5250,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:EVX,NYSEARCA:IGM,,,0.527404366,0.249542501,0.009514404,0.042257957,0.171280773,,
1455,670,NYSEARCA:IEZ,NYSEARCA:EWC,NYSEARCA:FVL,,,,,0.488653818,0.380157004,0.131189178,,,,
1456,1290,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:EWC,NYSEARCA:FVL,,,0.243296261,0.193134116,0.289765013,0.242293294,0.031511316,,
1457,350,NYSEARCA:IYE,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:IGV,,,,0.768731704,0.048802006,0.099032707,0.083433583,,,
1458,3350,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:FVL,,,,,0.637302056,0.133753496,0.228944448,,,,
1459,2910,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:IHI,NYSEARCA:XME,NYSEARCA:IHF,,,0.349251849,0.341120356,0.055285828,0.117307981,0.137033985,,
1460,500,NYSEARCA:IEO,NYSEARCA:IYM,NYSEARCA:VAW,,,,,0.582785075,0.281366211,0.135848713,,,,
1461,4150,NYSEARCA:XES,NYSEARCA:EVX,NYSEARCA:IGV,,,,,0.766924671,0.040613047,0.192462282,,,,
1462,610,NYSEARCA:XOP,NYSEARCA:XLE,NYSEARCA:JKH,NYSEARCA:IGM,,,,0.724941117,0.127155263,0.084539518,0.063364102,,,
1463,130,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:RYH,,,0.323258203,0.396952071,0.081673398,0.054932315,0.143184013,,
1464,850,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:PYZ,,,,,0.172140143,0.576704737,0.25115512,,,,
1465,1910,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:EWC,NYSEARCA:JKH,NYSEARCA:FVL,,,0.284610873,0.350289704,0.220977304,0.080290615,0.063831504,,
1466,3940,NYSEARCA:PXE,NYSEARCA:VAW,NYSEARCA:VOT,,,,,0.903246861,0.027353284,0.069399854,,,,
1467,110,NYSEARCA:IEO,NYSEARCA:XES,NYSEARCA:FVL,NYSEARCA:EVX,NYSEARCA:IGM,,,0.69707965,0.080410867,0.055576139,0.073394324,0.09353902,,
1468,120,NYSEARCA:XLE,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:IGM,,,,0.643582902,0.106421532,0.182914732,0.067080834,,,
1469,400,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:IYM,NYSEARCA:FVL,,,,0.40093891,0.42881078,0.121818543,0.048431767,,,
1470,2090,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:EWC,NYSEARCA:IYM,,0.355574743,0.140109247,0.088710292,0.080045215,0.300155683,0.03540482,
1471,980,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:ITA,NYSEARCA:IHF,,,0.442100933,0.071039892,0.133275196,0.325060066,0.028523912,,
1472,950,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:IGV,,,,,0.507483106,0.308649426,0.183867468,,,,
1473,980,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:PXI,NYSEARCA:IYM,,0.38058895,0.126549867,0.03804579,0.092538559,0.08964204,0.272634793,
1474,3320,NYSEARCA:PXJ,NYSEARCA:EWC,NYSEARCA:IGM,,,,,0.565178591,0.379266102,0.055555307,,,,
1475,2920,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:EVX,NYSEARCA:IGM,,,0.290539578,0.495022716,0.05520167,0.032974712,0.126261323,,
1476,5010,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:PXI,NYSEARCA:IYM,,,,0.174210087,0.346718017,0.209376221,0.269695676,,,
1477,300,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:IYM,NYSEARCA:JKH,NYSEARCA:IGM,,,0.534817884,0.140983642,0.157219047,0.073893241,0.093086186,,
1478,630,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:IYM,NYSEARCA:VAW,,,0.370959359,0.15742881,0.101248625,0.279962014,0.090401192,,
1479,1580,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:IGV,,,0.364777466,0.285067824,0.102547001,0.009089713,0.238517997,,
1480,370,NYSEARCA:RYE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:IGM,,,,0.659346222,0.120844698,0.046438694,0.173370385,,,
1481,2790,NYSEARCA:IEO,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:VAW,,,,0.544873762,0.037722028,0.40191445,0.015489759,,,
1482,1390,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:XLB,,,0.434182287,0.04602009,0.145565584,0.15536972,0.21886232,,
1483,1290,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:EWC,NYSEARCA:JKH,NYSEARCA:EVX,,,0.489940127,0.176927003,0.174487757,0.039226505,0.119418609,,
1484,1210,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:EWC,NYSEARCA:IGV,,,0.535067385,0.162362371,0.079175158,0.138246928,0.085148158,,
1485,2320,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:FVL,NYSEARCA:IGM,,,0.463699513,0.179576545,0.231927586,0.087021319,0.037775037,,
1486,2470,NYSEARCA:IYE,NYSEARCA:IHI,NYSEARCA:EWC,,,,,0.886077002,0.044283372,0.069639626,,,,
1487,1390,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:IYM,,,,,0.410225894,0.301473327,0.288300779,,,,
1488,2150,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:IGM,,,0.46879672,0.192302862,0.037248529,0.297378688,0.004273201,,
1489,2580,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:PYZ,,,0.386418507,0.076289135,0.113845519,0.204686989,0.21875985,,
1490,290,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:IGM,,,0.604249355,0.184270995,0.0617868,0.090968744,0.058724106,,
1491,160,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:FVL,NYSEARCA:IGV,,,0.290136191,0.400321293,0.189400499,0.026336963,0.093805055,,
1492,5750,NYSEARCA:IEO,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:IYM,,,,0.384443808,0.108488243,0.081969958,0.425097992,,,
1493,2340,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:IYM,NYSEARCA:VOT,,,,0.449915299,0.335235699,0.154294218,0.060554784,,,
1494,2940,NYSEARCA:XOP,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:EVX,,,,0.485084447,0.175473734,0.188864714,0.150577105,,,
1495,1060,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:RYH,,,,,0.54549174,0.314606236,0.139902024,,,,
1496,310,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:VAW,,,,0.121404709,0.395719585,0.230298946,0.252576761,,,
1497,690,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:IYM,NYSEARCA:FVL,NYSEARCA:IGM,,,0.453117228,0.385702242,0.14236873,0.014913957,0.003897843,,
1498,570,NYSEARCA:IEZ,NYSEARCA:FVL,NYSEARCA:EVX,NYSEARCA:IGM,,,,0.660091269,0.095486631,0.113150716,0.131271383,,,
1499,1640,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:EWC,,,,,0.420602806,0.320364203,0.259032991,,,,
1500,110,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:XBI,NYSEARCA:XES,,,0.349154624,0.150850214,0.13213596,0.357038227,0.010820975,,
1501,330,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:FVL,NYSEARCA:IGV,,,,0.461466904,0.452367724,0.046852986,0.039312386,,,
1502,1170,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:EVX,NYSEARCA:IGM,,,,0.483608417,0.457052918,0.040912206,0.018426459,,,
1503,570,NYSEARCA:RYE,NYSEARCA:XES,NYSEARCA:PPA,,,,,0.648193694,0.136741847,0.215064459,,,,
1504,290,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:EWC,NYSEARCA:IYM,NYSEARCA:PYZ,,,0.45436824,0.092386201,0.373104111,0.054554333,0.025587114,,
1505,510,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:IYM,NYSEARCA:JKH,NYSEARCA:EVX,,,0.326374431,0.406337536,0.026082876,0.144016864,0.097188292,,
1506,1220,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:PXI,NYSEARCA:VAW,,,,0.553886887,0.060754344,0.104742355,0.280616414,,,
1507,3060,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:VAW,,,,0.398014133,0.179259103,0.258885159,0.163841605,,,
1508,960,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:EWC,NYSEARCA:IYM,NYSEARCA:PYZ,,,0.467288043,0.120939428,0.352844544,0.056971774,0.00195621,,
1509,580,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:IYM,NYSEARCA:FVL,,,0.26825408,0.205095624,0.221048752,0.223550509,0.082051035,,
1510,1070,NYSEARCA:XOP,NYSEARCA:XLE,NYSEARCA:ITA,,,,,0.723076656,0.034892468,0.242030876,,,,
1511,1940,NYSEARCA:RYE,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:IGM,,,0.614722164,0.18790247,0.038666663,0.021708336,0.137000366,,
1512,270,NYSEARCA:IEZ,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:EVX,,,,0.594501779,0.047215132,0.044722898,0.313560191,,,
1513,890,NYSEARCA:IEZ,NYSEARCA:PXI,NYSEARCA:IYM,NYSEARCA:VOT,,,,0.466696919,0.191878554,0.199374548,0.142049979,,,
1514,670,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:IGM,,,,0.502997395,0.249072703,0.063536045,0.184393857,,,
1515,1840,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:XME,NYSEARCA:IGM,,,,0.628508249,0.183471059,0.009504383,0.178516309,,,
1516,3670,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:PPA,NYSEARCA:RYH,,,,0.663708856,0.186171854,0.078633821,0.071485469,,,
1517,580,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:PTH,,,,0.552597082,0.19693685,0.105135851,0.145330217,,,
1518,3850,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:PPA,NYSEARCA:RYH,,,0.495816702,0.273195179,0.070255403,0.037070887,0.123661828,,
1519,850,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:IGV,,,,,0.625680922,0.197167094,0.177151984,,,,
1520,1100,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:PYZ,NYSEARCA:VOT,,,,0.477628602,0.290216212,0.081316217,0.150838969,,,
1521,850,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:VDE,NYSEARCA:PXI,,,,0.308083395,0.130165947,0.160099432,0.401651226,,,
1522,460,NYSEARCA:XOP,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:RYH,,,,0.696003222,0.137840706,0.055314216,0.110841856,,,
1523,1200,NYSEARCA:XES,NYSEARCA:VAW,NYSEARCA:PYZ,,,,,0.626127046,0.173623599,0.200249355,,,,
1524,5780,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:EWC,NYSEARCA:IGM,,,0.528012331,0.076335812,0.186170683,0.142506412,0.066974761,,
1525,160,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:FVL,NYSEARCA:IGM,,,,0.783507957,0.090943326,0.074423112,0.051125606,,,
1526,2560,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:XLB,,,0.450899335,0.244372639,0.065058186,0.063464363,0.176205477,,
1527,910,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:IYM,NYSEARCA:FVL,,,0.433483528,0.264312414,0.108023286,0.084993765,0.109187007,,
1528,1740,NYSEARCA:XES,NYSEARCA:XLE,NYSEARCA:PXI,NYSEARCA:IYM,NYSEARCA:FVL,,,0.415315534,0.033679244,0.256508618,0.269547521,0.024949083,,
1529,1510,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:IHI,NYSEARCA:XME,,,0.443334273,0.281308816,0.065656797,0.180544818,0.029155296,,
1530,360,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:IGV,,,,0.758941099,0.030009405,0.181548328,0.029501168,,,
1531,280,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:EVX,,,,,0.572436666,0.290683412,0.136879922,,,,
1532,2070,NYSEARCA:XLE,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:RYH,,,,0.407651601,0.323998736,0.210977062,0.057372601,,,
1533,4780,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:VAW,,,,0.503538061,0.241712617,0.044923406,0.209825916,,,
1534,940,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:IGM,,,,,0.673982643,0.213376249,0.112641108,,,,
1535,1060,NYSEARCA:XES,NYSEARCA:JKH,NYSEARCA:FVL,NYSEARCA:EVX,,,,0.716658165,0.100354601,0.153038143,0.029949091,,,
1536,730,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:IYM,NYSEARCA:IGM,,,0.513277491,0.324600914,0.00246667,0.018984058,0.140670867,,
1537,970,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:PPA,,,0.124390815,0.29355095,0.371236211,0.015280474,0.19554155,,
1538,180,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:IGM,,,,0.579158138,0.282011089,0.00687934,0.131951432,,,
1539,220,NYSEARCA:IYE,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:IGV,,,0.765338094,0.046220556,0.089483214,0.025654249,0.073303887,,
1540,2140,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:RYH,,,0.363199387,0.312757597,0.096148003,0.082226419,0.145668595,,
1541,380,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:EWC,NYSEARCA:IGM,,,,0.669616214,0.034246426,0.185919428,0.110217933,,,
1542,3110,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:PYZ,NYSEARCA:FVL,,,,0.418922019,0.257585847,0.034800868,0.288691266,,,
1543,3790,NYSEARCA:RYE,NYSEARCA:IEZ,NYSEARCA:PXE,NYSEARCA:PPA,NYSEARCA:RYH,,,0.420899146,0.30734475,0.069896319,0.072178682,0.129681104,,
1544,1710,NYSEARCA:XOP,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:PYZ,,,,0.394827389,0.26956232,0.136700905,0.198909386,,,
1545,150,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:IGV,,,,0.462427713,0.142209746,0.237323395,0.158039146,,,
1546,1350,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:IYM,,,,0.074232179,0.319613528,0.210724693,0.395429599,,,
1547,3280,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:PYZ,,,0.109670377,0.363776643,0.119351733,0.146669588,0.26053166,,
1548,2750,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:FVL,NYSEARCA:EVX,,,,0.302132539,0.55157633,0.078538562,0.067752568,,,
1549,4240,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:PXI,NYSEARCA:IGV,,,,0.531691886,0.139284445,0.162743178,0.166280491,,,
1550,1190,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:IYM,,,,0.399172036,0.309722635,0.008795864,0.282309464,,,
1551,620,NYSEARCA:IEZ,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:PYZ,NYSEARCA:XLB,,,0.403985092,0.059534444,0.099473153,0.403666608,0.033340703,,
1552,1370,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:IYM,NYSEARCA:RYH,,,,0.520818577,0.228325582,0.082487124,0.168368717,,,
1553,3370,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:VOT,,,,,0.540561315,0.234833034,0.224605651,,,,
1554,760,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:EWC,,,,,0.493614242,0.202578024,0.303807735,,,,
1555,440,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:XME,NYSEARCA:JKH,,,,0.299866729,0.535066443,0.015120651,0.149946177,,,
1556,520,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:XME,NYSEARCA:EWC,NYSEARCA:FVL,,,0.480589169,0.239265481,0.014693554,0.232940705,0.032511091,,
1557,320,NYSEARCA:IEO,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:FVL,NYSEARCA:EVX,,,0.622469798,0.065785417,0.181175937,0.035534559,0.095034289,,
1558,4480,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:JKH,,,,0.441451406,0.164481126,0.211037995,0.183029473,,,
1559,350,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:PYZ,,,,0.268439314,0.405886195,0.198475041,0.127199451,,,
1560,290,NYSEARCA:RYE,NYSEARCA:PXJ,NYSEARCA:JKH,NYSEARCA:EVX,,,,0.621474511,0.185548902,0.061047956,0.131928631,,,
1561,5150,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:PXI,NYSEARCA:XLB,,,0.431581255,0.057459797,0.12649777,0.218143417,0.16631776,,
1562,2400,NYSEARCA:PXJ,NYSEARCA:XLE,NYSEARCA:PXI,NYSEARCA:XME,NYSEARCA:XLB,,,0.284736952,0.035472534,0.625559739,0.036643979,0.017586795,,
1563,410,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:PXE,NYSEARCA:VAW,,,,0.456049042,0.25104945,0.056181731,0.236719778,,,
1564,440,NYSEARCA:IEZ,NYSEARCA:IYE,NYSEARCA:PXI,NYSEARCA:IYM,NYSEARCA:VOT,,,0.349462725,0.33688578,0.00212168,0.157056892,0.154472922,,
1565,2460,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:PTH,,,,0.475090205,0.271580517,0.07126536,0.182063919,,,
1566,1840,NYSEARCA:IYE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:EVX,,,,0.619414103,0.177961612,0.070274504,0.132349781,,,
1567,1600,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:IYM,NYSEARCA:IGV,,,,0.484216128,0.230015535,0.23969944,0.046068897,,,
1568,1490,NYSEARCA:XOP,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:IHI,,,,0.41865871,0.3227208,0.041454184,0.217166306,,,
1569,4850,NYSEARCA:RYE,NYSEARCA:XES,NYSEARCA:EWC,,,,,0.575194726,0.069579163,0.355226111,,,,
1570,150,NYSEARCA:RYE,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:FVL,NYSEARCA:IGM,,,0.556024239,0.081256239,0.225459465,0.037370676,0.099889381,,
1571,4260,NYSEARCA:IEZ,NYSEARCA:VDE,NYSEARCA:EWC,NYSEARCA:IYM,,,,0.304563799,0.26343052,0.395781039,0.036224643,,,
1572,1710,NYSEARCA:XOP,NYSEARCA:XLE,NYSEARCA:PPA,,,,,0.739663344,0.083913263,0.176423392,,,,
1573,1760,NYSEARCA:RYE,NYSEARCA:PXE,NYSEARCA:VDE,NYSEARCA:FVL,NYSEARCA:IGV,,,0.583735984,0.275982509,0.006473692,0.017121905,0.11668591,,
1574,3920,NYSEARCA:IEO,NYSEARCA:XOP,NYSEARCA:EWC,,,,,0.510452377,0.082875449,0.406672173,,,,
1575,1530,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:JKH,NYSEARCA:FVL,,,0.446708369,0.252163095,0.27379894,0.001667595,0.025662002,,
1576,270,NYSEARCA:PXE,NYSEARCA:EWC,NYSEARCA:IYM,NYSEARCA:PPA,,,,0.821825173,0.087104618,0.054574993,0.036495216,,,
1577,110,NYSEARCA:IYE,NYSEARCA:PXE,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:VOT,,,0.304416296,0.41750167,0.13580352,0.024883423,0.11739509,,
1578,100,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:IGM,,,,,0.550992106,0.307121622,0.141886273,,,,
1579,770,NYSEARCA:XES,NYSEARCA:XME,NYSEARCA:IYM,NYSEARCA:JKH,NYSEARCA:FVL,,,0.552499162,0.058866698,0.227440478,0.139946234,0.021247428,,
1580,1630,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:JKH,NYSEARCA:EVX,,,,0.488759285,0.231856142,0.242146984,0.037237589,,,
1581,1850,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:PXI,NYSEARCA:JKH,NYSEARCA:IGM,,,0.424713198,0.184001196,0.209430874,0.098105288,0.083749445,,
1582,2160,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:EWC,NYSEARCA:PPA,,,,0.397150729,0.347723277,0.113121627,0.142004367,,,
1583,260,NYSEARCA:PXJ,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:PTH,,,,0.512432443,0.209456474,0.074513064,0.203598018,,,
1584,1720,NYSEARCA:IYE,NYSEARCA:PXJ,NYSEARCA:EWC,NYSEARCA:JKH,,,,0.475600125,0.22311304,0.296200697,0.005086138,,,
1585,1160,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:PPA,,,,,0.519979879,0.324162625,0.155857496,,,,
1586,380,NYSEARCA:IEZ,NYSEARCA:XOP,NYSEARCA:FVL,NYSEARCA:EVX,NYSEARCA:IGM,,,0.337755626,0.419004524,0.054795758,0.047274832,0.141169259,,
1587,2040,NYSEARCA:IEO,NYSEARCA:IEZ,NYSEARCA:ITA,NYSEARCA:IHF,,,,0.412485879,0.2626155,0.185720054,0.139178567,,,
1588,390,NYSEARCA:PXJ,NYSEARCA:VDE,NYSEARCA:XES,NYSEARCA:EWC,,,,0.187291739,0.440331109,0.082974732,0.28940242,,,
1589,1650,NYSEARCA:RYE,NYSEARCA:XOP,NYSEARCA:XES,NYSEARCA:EWC,NYSEARCA:EVX,,,0.473029415,0.283326401,0.001468657,0.162903284,0.079272243,,
