ID,LIMIT,BALANCE,INCOME,RATING,GENDER,EDUCATION,MARITAL,AGE,S1,S2,S3,S4,S5,B1,B2,B3,B4,B5,R1,R2,R3,R4,R5
2487,100000,16833.425,114197,1,1,2,2,27,0,0,0,0,2,96908,97565,98561,103039,95803,3500,3800,7500,0,3600
2488,60000,7382.2,66204,0,0,2,2,38,0,0,0,0,0,42108,41300,40840,40366,39737,1616,1566,1700,1600,1400
2489,50000,1439.375,51118,0,1,1,2,23,-1,2,-1,-1,-1,2763,2545,1170,2480,8047,0,1170,2480,8047,4428
2490,120000,0,142577,0,1,1,1,35,0,0,0,0,0,0,0,0,0,150,0,0,0,150,974
2491,50000,7493.675,39392,0,0,3,2,23,0,-1,-1,-1,-1,6609,1600,5087,4270,7881,1600,5087,4270,7881,1000
2492,300000,51362.15,343287,0,0,2,2,28,0,0,0,0,0,299066,295173,286885,287816,294383,11067,10026,10500,11080,10500
2493,360000,432.425,366358,0,1,1,1,36,-1,-1,0,0,0,467,10947,9594,0,0,11000,0,0,0,37704
2494,40000,4240.25,36890,0,1,2,1,36,0,0,0,0,0,25840,27556,27447,26254,29645,2500,1500,1500,4000,0
2495,190000,3194.625,206635,0,1,2,2,40,-1,-1,0,0,0,18779,0,0,0,0,0,0,0,0,0
2496,30000,2501.45,18765,0,1,1,2,23,0,0,0,0,0,15253,2142,29288,26579,25972,2000,28000,800,501,553
2497,280000,313.6,326410,1,1,3,2,47,2,-1,-1,2,-1,0,2292,1153,607,3076,2292,1153,0,3076,4983
2498,30000,4425.225,24741,0,1,2,2,23,0,0,0,0,0,26501,30300,25806,26149,25478,5000,868,1092,3000,1500
2499,500000,32448.325,494433,0,1,1,1,32,-1,-1,-1,0,0,10573,0,282562,288459,293233,0,282562,11000,9572,8928
2500,260000,296.45,305556,0,1,1,2,32,-1,-1,-1,-1,0,5499,1384,2085,5351,3179,1390,2095,5361,15,1894
2501,60000,3561.425,55579,0,1,2,1,46,0,0,0,0,0,21395,22388,22431,22324,22601,2000,1000,1000,2000,0
2502,70000,4990.65,76894,1,1,3,1,36,0,0,2,0,0,29558,32054,31239,31935,32602,3000,0,1200,1200,1300
2503,30000,4456.375,26798,0,0,2,2,27,2,2,2,2,0,29058,28236,29383,24131,26979,0,2000,0,5000,2000
2504,300000,862.05,316990,0,0,3,1,37,-1,-1,-1,-1,-1,2847,3351,1961,4409,2503,3357,1965,4419,2509,1139
2505,30000,4578.525,17402,0,1,2,2,22,2,2,2,2,2,26449,27915,27170,29071,29446,2201,0,2500,1001,6
2506,40000,420,41890,1,0,3,2,43,2,7,7,7,7,2400,2400,2400,2400,2400,0,0,0,0,0
2507,80000,11503.45,74161,0,0,1,2,25,0,0,0,0,0,58048,53012,53571,56721,57312,3404,2000,4000,3000,5000
2508,50000,8446.2,56594,1,0,1,2,35,0,0,0,0,0,19142,18188,18397,18161,18383,7240,795,1000,673,647
2509,90000,410.55,99324,0,1,1,1,38,-1,0,0,-1,-1,15271,16360,41936,538,2716,2000,30000,538,2716,652
2510,260000,436.975,285196,1,0,1,2,29,2,2,2,2,2,2497,2497,2497,2497,2497,0,0,0,0,0
2511,100000,4732.7,119018,1,1,1,1,58,2,2,2,2,2,26325,30882,30090,34419,33714,5000,0,5000,0,5000
2512,280000,0,270116,0,0,1,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,80000,2990.225,89357,0,1,2,1,22,0,0,0,0,0,15576,16361,0,0,0,1049,0,0,0,0
2514,150000,25129.3,157782,0,1,2,2,27,0,0,0,0,0,147891,147248,139846,142808,150770,5000,4400,4500,9600,0
2515,90000,458.15,99347,0,1,2,2,39,0,0,0,-1,0,8489,371,385,13273,20971,11336,1501,13278,10022,14045
2516,130000,1864.275,137614,0,1,1,1,33,2,0,0,0,-1,7439,15206,12446,7047,5472,12454,30,21,5488,1725
2517,210000,960.925,246482,0,0,2,2,36,-1,-1,0,0,-1,8398,14307,17891,8517,23960,14307,6000,0,23960,1000
2518,420000,97.825,427438,0,1,1,2,44,0,0,0,0,0,1560,3360,3343,3091,3578,2400,100,62,1276,1500
2519,500000,22411.9,596398,0,0,1,2,39,0,0,0,-1,-1,143227,52196,43180,1095,856,12000,0,1095,856,50000
2520,180000,0,179747,1,0,1,2,30,0,0,0,-1,-1,-698,-193,-688,817,1157,1000,0,2000,1000,2000
2521,150000,24755.5,159971,0,1,2,1,36,0,2,0,0,0,145408,142139,137453,139827,136320,5066,6000,5029,5016,5100
2522,440000,8878.625,492654,0,0,1,2,30,0,0,0,0,0,52938,54190,45962,47421,49512,3000,2000,2150,3000,3000
2523,50000,8594.95,48465,0,0,1,2,27,0,0,0,0,0,49907,38376,19595,19851,20256,1323,840,713,727,701
2524,140000,577.5,149432,1,0,2,1,29,-1,-1,0,0,0,1300,3074,594,0,0,3668,0,0,0,0
2525,150000,20932.275,174577,0,0,1,2,29,0,0,0,0,0,115349,109765,101179,99940,96190,5019,4588,4500,5000,5000
2526,150000,100.275,152500,0,1,2,2,27,2,-1,-1,-1,0,0,220,693,0,0,220,693,0,0,0
2527,480000,1255.45,520177,0,0,0,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,100000,17330.425,112004,0,1,1,2,35,0,0,0,0,0,90779,84891,76232,77833,74885,4300,3000,2626,2913,2600
2529,310000,12574.625,323832,0,1,1,2,33,0,0,0,0,0,72440,63399,59912,45740,44325,5000,3000,25000,3000,2000
2530,280000,9825.2,288659,0,1,1,2,27,0,0,0,0,0,58180,34855,36000,37684,22478,5000,2000,2000,2000,2000
2531,60000,1803.2,69637,1,0,2,2,51,0,0,0,0,0,11330,12334,13319,14447,15549,1500,1500,1500,1500,1500
2532,160000,0,191709,0,1,1,2,31,0,0,0,-1,-1,-200,-200,0,10199,0,0,200,10199,303,0
2533,90000,9041.55,77028,0,0,2,1,48,0,0,0,0,0,52385,51790,50346,48745,46842,3005,1700,1722,1414,1061
2534,50000,512.05,46201,0,1,1,2,28,-1,-1,-1,-1,-1,1252,435,1309,589,1210,435,1309,589,1210,1065
2535,200000,7960.225,187922,0,1,2,1,26,0,0,0,0,0,47247,48160,49361,50564,51572,2000,2000,2000,2000,2000
2536,240000,89001.675,231235,0,0,2,2,67,0,0,0,0,0,471796,468202,442401,419209,425061,80167,15167,16000,13133,196084
2537,200000,148.05,235920,0,1,1,1,32,-1,-1,-1,-1,-1,810,1198,6081,4203,3044,1198,6081,4203,3044,0
2538,100000,17809.925,97862,1,1,2,2,23,0,0,-1,-1,0,102878,79618,4370,78453,80063,7,971,79681,2861,2698
2539,50000,7939.225,59228,1,1,1,2,29,0,0,0,0,0,46815,10099,8686,8614,6977,1629,500,500,1000,1000
2540,240000,306.075,253019,0,1,1,2,30,-1,-1,-1,-1,-1,1087,3503,1003,1003,1003,6430,1003,1003,1003,203
2541,300000,0,353876,0,1,1,2,25,0,-1,0,0,0,-231,10610,10520,120,0,10841,0,100,0,0
2542,350000,2468.025,415584,0,1,3,1,43,2,-1,0,-1,-1,5397,54554,92400,3520,3330,54554,83288,3520,3330,21852
2543,50000,8473.675,50599,1,1,3,1,26,2,0,0,0,0,42779,34992,25916,27207,26192,1424,1500,1677,1500,1500
2544,50000,8190.175,57012,0,1,2,1,36,0,0,0,0,0,38296,28923,29254,29313,29661,1438,1159,1035,1196,1007
2545,30000,4203.85,18726,1,1,2,2,25,2,2,2,2,2,25038,25429,25714,26353,26868,1100,1000,1200,1100,1200
2546,50000,0,49024,0,0,2,1,47,0,0,0,0,0,0,2640,0,1000,4702,2640,1500,1000,4702,36015
2547,20000,1194.725,11369,1,1,2,1,34,0,0,2,3,2,7759,9618,10313,9863,9558,2000,1000,0,0,508
2548,270000,49076.125,303475,0,1,2,2,30,0,0,0,0,0,276971,225836,219426,210514,180129,8000,7000,10000,7000,10000
2549,380000,66663.275,393765,1,0,1,1,49,0,0,0,0,0,380703,356474,308948,547880,309322,12238,13479,13532,12015,11525
2550,10000,1494.675,10000,1,1,2,2,22,4,3,2,2,2,8270,7995,7720,8224,7944,0,0,778,0,158
2551,80000,1379,68692,0,1,2,2,29,0,0,0,0,0,8316,4761,5964,5697,2590,3002,2093,1023,1000,1000
2552,240000,5681.025,261944,1,1,2,1,35,2,2,2,2,2,33444,33996,34539,35238,35910,1400,1400,1400,1400,0
2553,280000,37037.875,269813,0,1,1,2,35,0,0,0,0,0,213513,106539,106361,108590,110915,5245,3800,3881,4069,4035
2554,160000,7501.025,169780,0,0,1,2,41,0,0,0,2,2,43874,44843,50072,49142,52336,2000,6000,0,4200,2000
2555,180000,19670.525,185623,0,1,1,2,25,0,0,0,0,0,83515,71259,66661,62770,58067,3500,3000,3000,2300,2400
2556,50000,797.125,42447,0,1,2,1,35,0,0,2,0,0,5764,6974,5315,4645,3955,1500,0,1000,1000,1500
2557,50000,5793.375,46422,0,0,2,1,37,0,0,0,0,0,31113,26669,29876,29257,28071,5000,4800,1002,2000,2000
2558,20000,2516.5,10141,0,0,2,2,22,2,2,2,0,0,13536,15040,14174,14472,14763,2040,0,526,532,1585
2559,20000,3212.475,18516,0,0,2,2,33,0,0,0,0,0,18668,19597,19589,19275,0,1400,392,386,0,0
2560,140000,12647.95,146789,0,0,1,2,27,0,0,0,0,0,70098,60180,43920,42670,41584,2290,3499,1800,2000,2000
2561,360000,0,381544,0,0,2,2,28,0,0,0,-1,0,0,0,0,1090,8788,0,0,1090,7910,170027
2562,180000,4665.5,185370,0,0,2,1,49,-1,-1,-1,-1,-1,660,660,660,36906,1470,660,660,36906,1320,0
2563,390000,687.925,439540,1,0,1,1,36,0,0,0,-1,-1,3625,1600,3815,8330,4765,1600,3315,11645,4765,2171
2564,30000,6999.125,25728,0,1,3,1,33,2,2,2,0,0,38049,35435,31976,29704,27687,1100,0,1030,1000,3330
2565,210000,665.875,206169,0,1,1,1,35,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2566,20000,1072.4,12559,0,0,2,2,24,0,0,2,0,0,7171,9582,9282,9977,10812,2700,0,1000,1000,0
2567,450000,175,441092,0,0,1,1,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2568,50000,0,59825,0,0,3,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2569,50000,8613.5,50045,1,0,3,2,46,2,0,0,0,0,48161,49310,49725,49910,48694,2000,1900,2007,2000,2012
2570,20000,3415.65,15751,1,0,2,2,39,2,2,0,0,0,20202,19082,18890,19287,19751,0,667,692,776,3730
2571,200000,1308.125,199481,0,1,1,2,39,-1,-1,-1,-1,-1,15540,3889,10496,31948,33016,3927,10549,32108,33181,8910
2572,230000,12307.225,220709,0,1,1,2,27,0,0,0,0,0,66310,54176,42944,40391,35820,1941,1534,1532,1565,1330
2573,50000,8567.65,55942,1,0,2,1,41,0,0,0,0,0,48293,48999,7470,6406,3679,2602,349,706,500,1000
2574,50000,7854.525,51291,0,1,2,2,26,0,2,2,2,2,47349,47475,46730,27204,9662,1500,101,1590,0,194
2575,50000,8942.85,46754,0,0,1,2,57,0,0,0,0,0,50484,49175,21944,20142,18728,2158,927,696,1000,374
2576,20000,1716.925,14760,0,0,2,2,23,0,2,2,0,0,15726,15723,15173,15925,16245,547,0,1000,585,1000
2577,40000,1939.7,27932,0,0,1,1,47,2,2,2,2,2,12605,13102,12595,14386,14005,1000,0,2000,0,2000
2578,100000,99.225,104818,0,0,1,2,26,-1,-1,-1,-1,-1,390,508,0,4580,2274,508,0,4580,2274,0
2579,150000,27797.7,144694,0,1,2,1,43,0,0,0,0,0,149298,157537,162697,113925,116382,10009,8014,5008,5012,5000
2580,240000,2547.825,264801,0,0,1,1,36,0,0,0,2,2,15513,17242,18450,18013,19406,2000,1500,0,1700,700
2581,360000,0,388062,0,0,2,1,37,-1,-1,0,0,0,3584,2280,2280,0,0,2280,0,0,0,0
2582,130000,22902.95,147975,0,0,1,2,43,0,0,0,0,0,132743,131862,101971,101689,101303,6000,4000,4000,4000,3800
2583,50000,1852.725,57859,0,1,2,2,23,0,2,2,0,0,25768,12218,13656,15918,10771,2500,1980,3500,1000,0
2584,160000,3159.8,176967,0,0,2,1,60,0,0,0,0,0,19385,20093,20643,20920,21336,1334,884,758,763,942
2585,340000,5989.9,346753,0,1,2,1,32,0,0,0,0,0,96716,74983,43557,15559,0,2047,766,77,0,394
2586,20000,407.925,20507,1,0,3,2,23,0,0,-1,-1,-1,3544,3064,1587,-193,3107,2300,2100,0,5000,0
2587,60000,3930.5,51472,0,0,3,2,52,0,0,0,0,0,23592,24665,26305,23756,25353,1500,2000,1500,2000,2000
2588,220000,39051.25,230782,0,1,2,1,35,0,0,0,0,0,226034,227153,174717,171145,174076,9200,6300,6200,6600,9000
2589,280000,224,322494,1,1,1,1,32,-1,-1,0,0,-1,2816,10802,23323,17041,282,10802,13000,10041,282,7501
2590,60000,10311,70942,0,0,2,1,30,0,0,0,0,0,60069,54853,59509,30565,30031,1887,1500,1500,1300,1200
2591,230000,38860.325,232783,1,0,1,1,42,0,0,0,0,0,161817,160270,60604,60986,62195,4160,2308,2300,2223,2304
2592,120000,578.725,143627,0,1,3,,41,0,0,0,-1,-1,0,0,0,1344,881,0,0,1344,929,599
2593,240000,56.875,226704,0,1,1,2,30,-1,0,0,0,-1,18428,32384,22749,7804,290,15000,0,0,300,350
2594,420000,528.5,498309,0,1,1,1,29,-1,-1,-1,-1,-1,2916,1985,6850,1822,4249,1985,6860,1822,4249,444
2595,230000,8383.55,254197,0,1,2,2,31,0,0,-1,-1,0,0,0,1255,80158,81775,0,1255,80158,3107,2857
2596,30000,5379.325,21339,1,1,1,2,26,2,0,0,0,-1,29586,29412,18587,1558,4681,1331,49,5,5363,8
2597,210000,23566.2,201939,0,1,2,1,30,0,0,0,0,0,136326,135173,124843,125294,104545,5005,8500,4392,4000,4000
2598,250000,8971.9,262314,0,0,1,2,29,0,0,0,0,0,52542,53779,54503,55685,57985,2500,2000,2000,3000,4100
2599,70000,10159.275,79747,0,1,2,1,34,0,0,0,0,0,53334,54448,55700,51511,52652,1999,2181,1900,2000,2142
2600,20000,3537.1,10141,0,1,2,2,43,0,0,0,0,0,20749,19930,15961,20107,19275,1400,421,6000,3000,13000
2601,130000,21659.75,148661,0,0,3,1,44,0,0,0,0,0,122189,118909,84865,86846,88069,4871,3500,3500,3500,3100
2602,460000,56347.725,447761,0,0,1,1,41,0,0,0,0,0,318546,316330,325874,325857,327232,12850,16700,11200,12000,11080
2603,170000,902.125,201351,0,1,2,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604,200000,1256.325,230041,0,0,2,2,31,-1,-1,-1,-1,-1,7626,3802,1271,1489,1260,3803,1271,1489,1260,1373
2605,70000,5564.3,73812,1,0,3,1,43,0,0,0,0,6,32786,34242,35668,50052,51651,2000,2000,15000,3000,0
2606,200000,38.5,206547,1,1,1,1,32,2,-1,-1,0,-1,110,110,11946,32836,110,110,11946,21000,110,0
2607,20000,0,13348,1,1,2,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2608,200000,34213.725,235472,0,0,3,2,55,0,0,0,0,0,182942,176158,159556,162943,156612,6000,6000,5800,6000,6000
2609,250000,41564.25,236706,1,0,2,2,45,0,0,0,0,0,241605,240337,242803,240521,245310,9007,9031,9000,10011,9008
2610,50000,6597.325,35739,0,0,2,1,34,0,0,0,0,0,35203,15360,15031,12173,11728,2000,1150,2000,1000,1000
2611,30000,4491.2,33335,0,1,2,2,25,0,0,2,2,2,26693,28456,29687,30690,31093,2211,2000,1626,1049,11
2612,50000,8820.7,46726,0,0,1,1,44,0,0,0,0,0,50782,49019,20208,19677,20153,1440,1000,1000,2000,560
2613,90000,2339.05,103577,0,0,3,1,45,0,0,0,0,0,14394,16044,16080,16569,16744,1900,600,747,599,775
2614,360000,437.5,359979,0,0,1,2,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2615,290000,16.625,343890,0,1,2,1,45,2,0,0,0,0,-6,-6,1217,1055,176,0,1223,1276,0,1190
2616,170000,29729.525,169369,0,0,1,2,24,0,0,0,0,2,171851,158426,96704,101555,97884,4625,3510,9100,0,3500
2617,290000,5908.875,299075,0,1,1,1,52,-1,-1,0,0,-1,2682,470,119955,119685,9780,470,119685,0,9780,2412
2618,30000,4888.45,34030,1,0,3,2,39,2,0,0,0,0,27206,28404,24865,24528,25011,2000,1100,1100,1042,917
2619,250000,834.575,299423,0,1,1,1,25,-1,-1,0,0,0,6720,23393,13214,8162,5138,23393,6000,0,3000,18148
2620,210000,18297.65,237205,0,0,3,2,32,0,0,0,0,0,105661,108462,69037,71416,73425,5000,3000,3500,3500,3000
2621,360000,0,386762,1,1,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2622,120000,13690.775,123836,0,1,2,1,37,0,0,0,0,0,53236,35222,72861,74429,60783,2200,39000,2500,2400,2250
2623,170000,0,200770,1,0,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2624,20000,597.275,11670,0,0,3,2,55,3,2,0,0,-1,3206,2250,1500,750,1650,0,0,0,1650,0
2625,80000,13509.825,84988,0,0,2,1,25,0,0,0,0,0,79640,48977,49369,49778,50404,1600,1600,1610,1866,1200
2626,200000,328.125,210893,0,1,2,1,43,-1,-1,-1,-1,-1,2239,316,2681,3486,2296,316,2681,3486,2296,3413
2627,150000,6230.175,145550,0,1,1,2,32,0,0,0,2,2,36488,35729,38117,37259,33010,2000,3419,13,2088,9
2628,110000,2335.9,104080,1,1,3,1,44,0,0,0,0,0,70263,67431,64534,65873,66974,2378,2458,2530,2338,1473
2629,180000,68.25,204662,0,1,2,2,26,-1,-1,0,-1,-1,390,5248,4167,780,467,5248,5,780,467,3513
2630,520000,1281.35,614087,0,1,3,1,41,0,-1,0,0,0,2728,385425,387189,395445,402289,415552,14000,14005,14000,15200
2631,20000,2176.3,20856,1,0,3,1,44,2,2,2,0,0,12943,15428,14883,15494,16086,2700,0,850,850,850
2632,180000,1300.6,183827,0,1,2,2,44,-1,-1,-1,-1,-1,7433,7184,7184,7344,7184,7184,7184,7344,7184,7184
2633,30000,261.275,35254,0,0,3,1,36,-1,-1,-1,0,-1,1555,390,780,390,390,390,780,0,390,0
2634,380000,39533.375,417096,0,1,1,1,31,0,0,0,2,0,225515,227387,197959,194710,199300,9000,15000,0,8000,8000
2635,160000,871.5,174774,0,1,1,2,42,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2636,220000,3100.125,226115,0,0,1,2,32,-1,-1,0,0,-1,316,632,632,316,316,632,316,0,316,632
2637,250000,21777.35,282053,0,0,1,2,29,0,0,0,0,0,93302,92934,94002,92826,88001,5000,3500,4000,4000,5000
2638,330000,0,349764,0,0,1,1,53,0,-1,-1,-1,0,-2066,-3283,3542,7643,9584,817,6976,7645,2188,7
2639,50000,4326.7,45305,0,0,2,2,26,0,0,0,0,0,49102,49885,25773,25544,26264,2010,796,957,1175,0
2640,340000,84.7,368306,0,1,1,2,35,-1,0,0,0,0,15904,44852,41971,81011,38472,30000,20000,50000,20000,10000
2641,180000,17486.875,167267,0,1,2,1,41,0,0,0,0,0,102359,96462,96846,95549,94131,4300,3500,4000,4000,3650
2642,30000,4720.45,24330,1,0,1,2,35,0,0,0,0,0,28144,28280,25990,25999,26425,1339,849,1125,1043,0
2643,10000,1663.025,10000,0,0,3,2,45,2,2,2,0,0,7238,9407,8126,8838,9039,2310,0,1000,500,335
2644,120000,69.3,135884,0,1,2,1,37,-1,-1,-1,-1,-1,396,396,2707,3247,396,396,2707,3247,396,595
2645,250000,0,274877,1,1,2,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2646,200000,398.475,221827,0,1,1,2,39,-1,0,0,-1,-1,16002,13207,8738,6471,2723,1005,185,6482,2731,3974
2647,500000,52291.575,586675,1,1,1,2,32,0,0,0,0,0,304686,307591,312314,318647,325369,12650,11354,11545,12000,11000
2648,90000,1639.75,90500,1,1,1,2,29,2,0,0,0,0,9078,10267,10350,10564,10771,1500,550,529,531,550
2649,80000,1363.25,73588,0,0,3,2,38,0,0,0,0,0,9123,10656,11474,13117,15899,2000,1000,2000,3000,0
2650,740000,168,744889,1,1,2,1,35,-1,-1,-1,-1,-1,8154,1477,15713,8988,25449,1487,15754,9012,25596,7003
2651,300000,0,299307,1,0,1,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2652,210000,266.875,200470,0,0,3,1,44,0,0,0,0,0,800,850,2340,2380,2694,850,2340,2380,2694,1530
2653,230000,542.85,253148,0,0,1,1,37,-1,-1,-1,-1,-1,30428,5711,5770,7652,17825,5739,5799,7690,17914,360
2654,270000,26771.325,268648,0,0,3,2,51,0,0,0,0,0,101616,105562,6102,6741,65672,4000,1000,1000,63000,3000
2655,270000,9609.95,308410,0,1,1,2,32,0,0,0,0,0,55423,57875,57456,33334,31723,5000,3300,1337,1500,1000
2656,180000,0,207372,0,1,1,2,30,-1,-1,-1,-1,-1,2647,735,2414,256,3858,735,2414,256,3858,275
2657,280000,258.65,278990,0,1,2,2,30,-1,-1,0,0,-1,-3,12353,22633,7666,10260,12356,11079,1447,10310,290
2658,50000,5119.45,46787,0,0,2,2,46,0,0,0,0,0,26289,21751,20154,16784,17352,1300,668,8000,1000,3100
2659,20000,3327.975,10000,1,1,2,2,26,2,2,0,0,0,20018,19384,19405,19978,19791,0,600,847,670,483
2660,170000,24361.925,187534,0,1,3,1,54,0,0,0,0,0,136982,130585,127013,126635,127093,7005,7000,6000,6000,6000
2661,300000,25399.15,340270,0,1,2,1,39,0,0,0,0,0,148586,151878,123417,104922,107005,6163,4728,3811,3830,3970
2662,20000,186.375,10000,1,0,2,1,50,2,0,0,2,0,675,1285,1895,1340,950,1000,1000,0,0,450
2663,110000,257.6,125879,1,1,2,2,31,0,0,0,0,2,2785,5496,7496,9298,3340,3000,2000,2000,0,93665
2664,80000,8284.325,84710,0,0,2,1,54,3,2,2,2,0,47270,46037,48457,47722,48678,0,3012,0,1569,1396
2665,80000,12177.2,77179,0,1,1,2,23,0,0,0,0,0,66342,60514,48965,29648,28737,1838,1434,1015,1505,663
2666,60000,10288.95,55538,0,1,2,1,48,0,0,-1,0,0,59987,33908,19513,17281,16802,1903,19513,759,851,390
2667,30000,3316.425,33848,0,0,2,2,27,0,0,0,0,0,17298,14793,15566,15014,15413,1300,1000,1000,800,1000
2668,40000,6951.525,33429,0,0,1,2,26,0,2,2,2,0,12302,9369,22949,11188,13306,92,15000,0,3000,4000
2669,180000,0,173032,1,1,3,1,43,-1,-1,-1,-1,-1,2602,498,498,1835,11337,498,498,1835,10000,380
2670,290000,0,344000,0,0,2,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2671,50000,4734.8,59533,1,1,1,2,26,2,2,2,2,0,27031,28317,28568,27302,28171,2062,969,700,1500,1500
2672,150000,291.025,176244,0,1,1,2,32,-1,0,0,0,-1,14045,13155,15183,11498,2392,1030,5183,0,2392,7007
2673,50000,8788.5,52937,0,0,2,1,41,0,0,0,-1,0,50756,49966,523,18450,18478,1000,523,18868,806,968
2674,20000,3624.25,11391,0,0,2,1,36,0,0,0,0,0,21790,21017,19772,15628,12501,1453,691,512,1430,0
2675,180000,27692.875,203569,0,1,1,2,28,2,2,2,2,2,161695,163620,165604,169075,172401,6000,6100,6200,6200,6300
2676,360000,5359.725,420515,0,0,1,2,30,-1,-1,-1,-1,-1,4297,2720,2040,2722,5057,2740,2050,2736,5273,5105
2677,90000,15218,82515,1,1,3,1,33,0,0,0,0,0,85585,87235,84511,84488,86184,3114,3000,3100,3100,3500
2678,450000,3664.15,500061,0,0,1,1,48,0,0,0,0,0,80176,37417,22048,20926,13187,37417,22080,20926,13337,88744
2679,140000,0,133573,0,0,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2680,400000,470.925,393755,0,1,1,2,27,-1,-1,-1,-1,-1,426,426,27926,0,430,426,27926,27500,430,3504
2681,50000,867.825,46453,0,1,2,1,30,2,-1,-1,-1,-1,423,3139,2464,6170,0,6024,5428,6170,0,0
2682,420000,71011.325,441868,0,1,2,1,50,0,0,0,0,0,412684,411394,277995,249697,258353,15000,182781,99000,13000,35000
2683,390000,43049.475,391882,1,1,1,2,35,0,0,0,0,0,243904,244361,243287,247613,246330,9110,10000,9200,9000,15000
2684,200000,6987.575,226000,0,1,2,1,40,0,0,0,0,0,32910,17965,9846,13621,10466,18000,9900,13650,10500,9900
2685,130000,19341.7,153961,0,0,1,2,29,0,0,0,0,0,108204,99784,71451,67024,62655,5000,4000,4000,7500,8200
2686,360000,238.875,375702,0,1,1,2,36,-1,-1,-1,-1,-1,2703,863,390,390,3540,1000,1000,390,3540,390
2687,290000,34399.05,281750,0,0,2,1,46,0,0,0,0,0,168372,171699,133147,135147,127087,7839,4706,5400,4604,4900
2688,120000,19658.8,130368,0,1,2,2,24,0,0,0,0,2,113351,115515,113948,122127,121962,4100,4100,10000,4560,0
2689,40000,6164.375,28585,1,1,1,2,24,0,0,0,2,0,35939,36606,38687,37296,38181,1600,3000,0,1500,1500
2690,500000,896.175,502262,0,0,1,1,42,-1,0,0,0,0,29478,43892,6420,49240,6772,43864,6453,49470,3723,103686
2691,150000,2839.9,164346,0,1,1,1,36,0,0,0,0,0,29414,4975,3960,2914,1068,4975,5017,2914,1250,4734
2692,240000,281.925,274778,1,1,1,2,26,2,-1,-1,0,-1,1435,2236,3166,1925,3326,2236,3166,0,3326,490
2693,80000,1811.25,67553,0,0,3,2,44,0,0,0,0,0,10993,11865,11549,11549,11231,1461,535,700,500,0
2694,220000,606.725,219129,0,1,1,1,48,-1,0,0,0,0,3327,839,-3,1856,1528,840,3,1859,2134,1648
2695,110000,0,123853,0,1,1,1,31,0,0,0,0,-1,0,0,0,163,63755,0,0,163,63755,2000
2696,220000,9193.8,250642,0,1,2,1,52,0,0,0,0,0,53624,43462,36222,19055,3098,16992,5225,2000,1000,83020
2697,100000,0,89954,0,1,2,2,34,0,-1,-1,-1,-1,0,1531,0,1799,0,1531,4886,1799,0,0
2698,70000,1135.575,63956,0,1,3,1,42,0,0,0,0,0,9372,11179,8688,8295,10147,2000,295,1000,2000,1000
2699,50000,2685.375,59507,0,1,2,1,27,2,2,2,2,2,14812,16696,16134,17380,16958,2137,0,1503,0,800
2700,200000,6037.5,185143,0,1,1,2,32,-1,-1,-1,-1,-1,10706,3835,12559,6764,7700,3835,12559,6764,7700,4
2701,220000,49.875,211544,0,0,3,1,42,-1,-1,-1,-1,-1,825,0,1230,3227,3820,0,1230,3227,3820,3650
2702,200000,35584.5,223688,0,1,3,1,42,0,0,0,0,0,205172,198577,141141,144216,144027,9474,4944,5240,5214,10314
2703,350000,1108.975,403057,0,1,1,1,43,-1,-1,0,-1,-1,4300,16229,56929,7082,4640,16229,45000,108501,4640,638
2704,80000,10298.75,90897,0,1,3,2,24,0,0,0,0,0,59867,47925,23642,21707,20544,4500,1000,933,5000,500
2705,50000,8455.3,41868,0,1,2,2,56,0,0,0,0,0,34161,33751,22467,19927,20352,1760,898,864,900,998
2706,200000,69.3,223562,0,0,1,2,32,-1,-1,-1,-1,-1,396,396,396,396,396,396,396,396,396,396
2707,60000,4785.725,64822,0,1,3,1,31,0,0,0,0,0,22915,22243,20938,22486,21394,7243,5000,5000,5394,16000
2708,50000,8781.5,56855,1,0,3,1,49,0,0,0,0,0,51400,0,0,0,0,0,0,0,0,0
2709,360000,1370.425,374945,0,1,1,2,33,-1,0,-1,-1,0,0,0,764,0,2844,0,764,0,2844,2219
2710,30000,31.15,34067,1,1,3,2,50,-1,2,-1,-1,0,1860,940,1110,0,0,0,1110,0,0,0
